"Mã khách hàng","Tên khách hàng","Ngày xuất hóa đơn","Ngày chốt chỉ số","Ngày thanh toán","Kỳ","Doanh thu","Số tiền sau thuế","Sản lượng","Sản lượng phản kháng","Đính kèm","Địa chỉ","Địa chỉ: Địa chỉ KCN"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","30/11/2023","30/11/2023","05/12/2023","3","67.192.560 ₫","67.192.560 ₫","31.950",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","30/11/2023","30/11/2023","05/12/2023","3","19.513.676 ₫","21.074.770 ₫","9.539",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","27/11/2023","20/11/2023","25/11/2023","2","54.143.712 ₫","54.143.712 ₫","26.328",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","27/11/2023","20/11/2023","27/11/2023","2","18.236.199 ₫","19.695.095 ₫","9.191",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","15/11/2023","10/11/2023","15/11/2023","1","78.418.068 ₫","78.418.068 ₫","38.202",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","15/11/2023","10/11/2023","18/12/2023","1","20.182.669 ₫","21.797.283 ₫","10.334",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","02/11/2023","31/10/2023","08/11/2023","1","17.848.134 ₫","19.275.985 ₫","9.100",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","02/11/2023","31/10/2023","09/11/2023","3","75.092.076 ₫","75.092.076 ₫","37.860",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","02/11/2023","31/10/2023","03/11/2023","3","19.872.488 ₫","21.462.287 ₫","10.456",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","25/10/2023","20/10/2023","26/10/2023","2","77.513.112 ₫","77.513.112 ₫","38.496",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","25/10/2023","20/10/2023","23/10/2023","2","19.513.404 ₫","21.074.476 ₫","10.172",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/10/2023","10/10/2023","16/10/2023","1","69.832.884 ₫","69.832.884 ₫","35.208",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/10/2023","10/10/2023","12/10/2023","1","23.526.714 ₫","25.408.851 ₫","12.536",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","05/10/2023","30/09/2023","05/10/2023","1","16.816.774 ₫","18.162.116 ₫","8.565",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","05/10/2023","30/09/2023","06/10/2023","3","89.852.970 ₫","89.852.970 ₫","44.238",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","05/10/2023","30/09/2023","07/10/2023","3","23.382.525 ₫","25.253.127 ₫","12.306",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/09/2023","10/09/2023","15/09/2023","1","67.914.846 ₫","67.914.846 ₫","36.780",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/09/2023","20/09/2023","25/09/2023","2","73.993.800 ₫","73.993.800 ₫","33.822",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/09/2023","20/09/2023","23/09/2023","2","21.286.752 ₫","22.989.692 ₫","11.362",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/09/2023","10/09/2023","13/09/2023","1","20.335.741 ₫","21.962.600 ₫","10.709",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","07/09/2023","31/08/2023","09/09/2023","1","15.591.890 ₫","16.839.241 ₫","7.807",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","07/09/2023","31/08/2023","05/09/2023","3","95.657.634 ₫","95.657.634 ₫","47.646",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","07/09/2023","31/08/2023","09/09/2023","3","22.309.366 ₫","24.094.115 ₫","11.982",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","30/08/2023","20/08/2023","25/08/2023","2","83.472.648 ₫","83.472.648 ₫","40.872",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","30/08/2023","20/08/2023","29/08/2023","2","20.423.955 ₫","22.057.871 ₫","10.737",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","17/08/2023","10/08/2023","15/08/2023","1","76.905.384 ₫","76.905.384 ₫","37.908",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","17/08/2023","10/08/2023","13/08/2023","1","19.415.331 ₫","20.968.557 ₫","10.340",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","04/08/2023","31/07/2023","11/08/2023","1","14.520.002 ₫","15.681.602 ₫","7.412",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","04/08/2023","31/07/2023","31/07/2023","3","85.045.512 ₫","85.045.512 ₫","42.492",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","04/08/2023","31/07/2023","09/08/2023","3","21.823.515 ₫","23.569.396 ₫","11.771",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","27/07/2023","20/07/2023","25/07/2023","2","74.428.140 ₫","74.428.140 ₫","35.820",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","27/07/2023","20/07/2023","24/07/2023","2","22.030.506 ₫","23.792.946 ₫","11.814",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","11/07/2023","30/06/2023","06/07/2023","1","12.424.753 ₫","13.418.733 ₫","6.306",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/07/2023","30/06/2023","05/07/2023","3","69.439.296 ₫","69.439.296 ₫","32.514",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/07/2023","10/07/2023","15/07/2023","1","70.920.384 ₫","70.920.384 ₫","34.254",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/07/2023","30/06/2023","10/07/2023","3","13.475.093 ₫","14.553.100 ₫","7.321",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/07/2023","10/07/2023","15/07/2023","1","21.593.936 ₫","23.321.451 ₫","11.856",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","21/06/2023","20/06/2023","25/06/2023","2","37.443.342 ₫","37.443.342 ₫","18.324",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","21/06/2023","20/06/2023","27/07/2023","2","12.865.599 ₫","13.894.847 ₫","6.910",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","14/06/2023","10/06/2023","13/06/2023","1","40.198.104 ₫","40.198.104 ₫","19.662",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","14/06/2023","10/06/2023","17/06/2023","1","10.265.839 ₫","11.087.106 ₫","5.275",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","06/06/2023","31/05/2023","07/06/2023","1","12.537.154 ₫","13.540.126 ₫","6.320",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","06/06/2023","31/05/2023","05/06/2023","3","36.118.368 ₫","36.118.368 ₫","17.394",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","06/06/2023","31/05/2023","03/06/2025","3","7.182.450 ₫","7.757.046 ₫","3.736",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","29/05/2023","20/05/2023","25/05/2023","2","29.570.970 ₫","29.570.970 ₫","14.190",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","29/05/2023","20/05/2023","27/05/2023","2","4.988.527 ₫","5.387.609 ₫","2.677",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","18/05/2023","10/05/2023","15/05/2023","1","19.091.508 ₫","19.091.508 ₫","9.756",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","18/05/2023","10/05/2023","18/05/2023","1","4.480.985 ₫","4.839.464 ₫","2.558",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","11/05/2023","30/04/2023","11/05/2023","1","8.066.425 ₫","8.711.739 ₫","3.054",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","11/05/2023","31/03/2023","08/04/2023","1","5.932.984 ₫","6.407.623 ₫","4.188",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","11/05/2023","30/04/2023","10/05/2023","3","17.702.958 ₫","17.702.958 ₫","9.048",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","11/05/2023","30/04/2023","04/05/2023","3","3.607.944 ₫","3.896.580 ₫","2.012",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","27/04/2023","20/04/2023","25/04/2023","2","18.920.814 ₫","18.920.814 ₫","9.648",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","27/04/2023","20/04/2023","24/04/2023","2","4.433.891 ₫","4.788.602 ₫","2.479",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/04/2023","31/03/2023","06/04/2023","3","37.740.672 ₫","37.740.672 ₫","9.402",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/04/2023","10/04/2023","11/04/2023","1","18.118.176 ₫","18.118.176 ₫","20.268",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","23/03/2023","20/03/2023","25/03/2023","2","22.049.730 ₫","22.049.730 ₫","11.874",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","17/03/2023","10/03/2023","15/03/2023","1","2.392.830 ₫","2.392.830 ₫","1.212",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","16/03/2023","28/02/2023","05/03/2023","3","322.206 ₫","322.206 ₫","174",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","08/03/2023","20/02/2023","25/02/2023","2","38.676 ₫","38.676 ₫","18",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
